vehicle_type,type_code,distance_km,weight_kg,load_ratio,mileage_kmpl,fuel_l
tempo,2,333.5,361.0,0.3,13.23,26.79
heavy-truck,0,281.0,3162.0,0.32,5.12,58.14
delivery-van,3,731.7,474.0,0.59,12.75,68.46
mini-truck,1,347.7,4952.0,0.99,7.75,54.99
tempo,2,248.6,640.0,0.53,15.87,18.59
tempo,2,457.5,739.0,0.62,12.05,38.97
delivery-van,3,250.1,259.0,0.32,13.39,19.9
mini-truck,1,334.4,4101.0,0.82,8.47,43.3
tempo,2,178.7,577.0,0.48,13.08,15.9
tempo,2,537.8,743.0,0.62,12.61,48.54
heavy-truck,0,686.0,8398.0,0.84,4.54,181.77
heavy-truck,0,516.3,2658.0,0.27,4.93,117.19
mini-truck,1,465.4,4999.0,1.0,6.68,82.8
tempo,2,710.0,792.0,0.66,14.31,56.34
mini-truck,1,438.9,3598.0,0.72,8.72,64.24
tempo,2,703.2,272.0,0.23,14.14,53.06
heavy-truck,0,70.9,8153.0,0.82,4.55,18.94
heavy-truck,0,585.3,7295.0,0.73,5.82,117.41
tempo,2,236.0,648.0,0.54,15.06,19.09
heavy-truck,0,247.3,4289.0,0.43,4.61,60.0
mini-truck,1,566.1,2987.0,0.6,8.39,73.92
heavy-truck,0,705.3,9381.0,0.94,4.41,205.34
mini-truck,1,419.5,1726.0,0.35,6.82,67.99
mini-truck,1,398.9,4804.0,0.96,7.52,66.89
heavy-truck,0,536.8,5690.0,0.57,5.72,111.9
tempo,2,152.2,269.0,0.22,16.09,8.8
heavy-truck,0,539.5,2410.0,0.24,5.39,101.29
delivery-van,3,216.7,514.0,0.64,12.26,20.75
tempo,2,672.1,940.0,0.78,15.39,49.56
mini-truck,1,102.1,2936.0,0.59,7.01,16.73
heavy-truck,0,599.4,8315.0,0.83,4.42,173.47
delivery-van,3,577.0,407.0,0.51,14.12,44.25
mini-truck,1,129.0,1456.0,0.29,7.89,17.19
tempo,2,495.6,359.0,0.3,13.56,39.06
heavy-truck,0,78.4,9021.0,0.9,4.79,20.0
tempo,2,605.4,724.0,0.6,12.17,58.95
delivery-van,3,668.6,164.0,0.21,10.43,71.71
mini-truck,1,252.9,1700.0,0.34,8.49,32.37
delivery-van,3,736.9,555.0,0.69,13.87,66.28
heavy-truck,0,255.4,3166.0,0.32,5.51,49.67
tempo,2,683.9,463.0,0.39,14.6,52.17
delivery-van,3,655.4,262.0,0.33,10.63,60.52
mini-truck,1,608.7,2415.0,0.48,6.49,111.24
tempo,2,360.9,260.0,0.22,13.83,27.99
delivery-van,3,673.4,509.0,0.64,12.37,63.32
delivery-van,3,561.5,223.0,0.28,13.36,45.44
mini-truck,1,128.3,4541.0,0.91,8.44,17.03
mini-truck,1,548.0,3515.0,0.7,8.25,80.94
mini-truck,1,168.1,1473.0,0.29,8.32,23.22
mini-truck,1,361.0,1858.0,0.37,7.36,53.92
delivery-van,3,236.5,179.0,0.22,12.27,21.32
delivery-van,3,392.4,318.0,0.4,10.49,39.47
mini-truck,1,689.3,1749.0,0.35,7.41,109.44
delivery-van,3,95.7,677.0,0.85,12.98,9.34
mini-truck,1,312.9,3538.0,0.71,7.3,51.68
delivery-van,3,693.5,501.0,0.63,12.85,62.59
mini-truck,1,295.0,2130.0,0.43,8.43,37.19
delivery-van,3,278.7,204.0,0.26,10.88,26.64
delivery-van,3,729.7,341.0,0.43,11.12,73.88
mini-truck,1,484.4,3889.0,0.78,8.68,65.27
heavy-truck,0,432.2,7034.0,0.7,5.34,94.08
delivery-van,3,742.0,423.0,0.53,11.26,76.15
heavy-truck,0,481.1,7250.0,0.73,4.78,110.34
heavy-truck,0,285.7,8058.0,0.81,5.85,57.34
delivery-van,3,392.3,554.0,0.69,12.4,35.85
mini-truck,1,536.0,1712.0,0.34,8.04,67.61
mini-truck,1,288.4,1146.0,0.23,7.69,39.48
heavy-truck,0,696.9,8351.0,0.84,5.23,156.79
heavy-truck,0,545.0,7482.0,0.75,5.49,118.39
tempo,2,399.5,247.0,0.21,16.03,27.24
delivery-van,3,481.9,575.0,0.72,10.84,50.46
tempo,2,624.8,1124.0,0.94,13.46,57.15
tempo,2,207.4,1075.0,0.9,16.38,15.61
mini-truck,1,331.8,4955.0,0.99,7.57,55.04
mini-truck,1,462.9,3709.0,0.74,7.09,80.54
delivery-van,3,641.7,740.0,0.92,13.74,54.79
mini-truck,1,163.9,1863.0,0.37,8.85,21.94
heavy-truck,0,422.2,2969.0,0.3,5.62,77.59
mini-truck,1,512.8,2448.0,0.49,7.89,74.35
tempo,2,359.5,846.0,0.7,12.52,33.36
tempo,2,656.0,1149.0,0.96,14.84,57.07
delivery-van,3,444.7,433.0,0.54,10.97,43.78
heavy-truck,0,224.3,9837.0,0.98,4.74,55.0
heavy-truck,0,103.5,6084.0,0.61,4.76,23.61
tempo,2,221.4,547.0,0.46,12.34,20.44
mini-truck,1,426.8,1168.0,0.23,8.66,49.86
mini-truck,1,218.6,2768.0,0.55,8.8,27.59
mini-truck,1,314.6,4193.0,0.84,7.8,47.87
tempo,2,282.9,1100.0,0.92,13.55,25.48
tempo,2,259.2,656.0,0.55,12.88,22.92
mini-truck,1,625.0,1770.0,0.35,7.79,91.45
heavy-truck,0,298.0,4468.0,0.45,5.3,55.26
delivery-van,3,103.7,433.0,0.54,10.24,11.44
delivery-van,3,593.5,743.0,0.93,10.44,70.38
mini-truck,1,512.0,4037.0,0.81,6.76,85.13
mini-truck,1,250.2,3229.0,0.65,6.92,39.87
heavy-truck,0,506.5,7156.0,0.72,5.09,128.1
delivery-van,3,478.1,358.0,0.45,11.35,45.35
tempo,2,718.4,247.0,0.21,12.71,63.45
heavy-truck,0,234.1,6007.0,0.6,4.4,61.36
tempo,2,204.7,488.0,0.41,15.94,14.07
tempo,2,338.1,1033.0,0.86,16.35,25.8
tempo,2,695.3,768.0,0.64,11.93,68.46
tempo,2,351.9,567.0,0.47,15.4,26.85
delivery-van,3,585.1,447.0,0.56,12.63,51.15
delivery-van,3,465.6,779.0,0.97,11.66,53.26
tempo,2,411.0,380.0,0.32,13.69,28.05
mini-truck,1,419.5,4202.0,0.84,8.13,59.56
delivery-van,3,472.3,748.0,0.94,13.02,44.28
mini-truck,1,512.5,1849.0,0.37,6.52,82.28
delivery-van,3,146.5,183.0,0.23,11.84,13.45
heavy-truck,0,510.0,2272.0,0.23,5.31,105.05
tempo,2,146.2,308.0,0.26,15.6,9.65
delivery-van,3,59.2,278.0,0.35,11.07,5.84
delivery-van,3,280.0,453.0,0.57,13.93,23.49
heavy-truck,0,57.4,4096.0,0.41,4.72,13.78
tempo,2,75.1,305.0,0.25,15.07,5.31
tempo,2,183.4,839.0,0.7,16.17,13.75
tempo,2,445.5,687.0,0.57,12.34,40.19
heavy-truck,0,52.0,6314.0,0.63,5.62,11.73
heavy-truck,0,394.9,8922.0,0.89,5.8,81.83
delivery-van,3,131.4,521.0,0.65,11.03,13.73
heavy-truck,0,691.5,7117.0,0.71,4.83,171.84
heavy-truck,0,391.4,3896.0,0.39,5.43,79.47
heavy-truck,0,609.0,5557.0,0.56,4.59,156.2
heavy-truck,0,64.6,5296.0,0.53,4.54,16.57
heavy-truck,0,173.3,8582.0,0.86,4.97,42.64
heavy-truck,0,210.4,6595.0,0.66,5.7,42.07
delivery-van,3,192.9,616.0,0.77,13.53,17.62
mini-truck,1,713.6,1826.0,0.37,6.68,116.16
tempo,2,243.2,375.0,0.31,15.04,17.55
tempo,2,714.7,424.0,0.35,15.05,48.38
tempo,2,278.0,617.0,0.51,13.07,24.31
heavy-truck,0,341.0,9334.0,0.93,5.11,83.57
heavy-truck,0,549.9,5238.0,0.52,4.25,141.6
mini-truck,1,131.5,3520.0,0.7,7.6,21.24
tempo,2,388.4,690.0,0.58,15.37,28.38
mini-truck,1,265.1,4774.0,0.95,8.77,36.85
delivery-van,3,196.6,421.0,0.53,12.69,17.89
delivery-van,3,396.7,249.0,0.31,13.86,29.63
heavy-truck,0,168.3,9078.0,0.91,5.38,39.22
tempo,2,114.6,298.0,0.25,15.71,6.81
mini-truck,1,358.0,2208.0,0.44,7.03,61.55
heavy-truck,0,701.2,2362.0,0.24,4.53,173.66
heavy-truck,0,79.0,3600.0,0.36,5.22,17.16
tempo,2,588.5,664.0,0.55,12.63,50.56
delivery-van,3,546.5,442.0,0.55,10.33,59.66
mini-truck,1,495.7,4529.0,0.91,8.44,65.9
heavy-truck,0,99.3,4325.0,0.43,5.53,19.87
mini-truck,1,392.9,2736.0,0.55,8.55,46.08
mini-truck,1,512.4,2453.0,0.49,8.28,70.46
heavy-truck,0,294.0,2713.0,0.27,4.55,61.28
mini-truck,1,409.2,4308.0,0.86,8.23,62.81
mini-truck,1,131.2,2533.0,0.51,6.95,22.36
mini-truck,1,334.0,3147.0,0.63,8.58,46.12
tempo,2,65.2,1173.0,0.98,15.21,5.13
mini-truck,1,603.8,2361.0,0.47,8.36,77.21
mini-truck,1,328.3,1363.0,0.27,8.61,41.49
delivery-van,3,412.3,709.0,0.89,12.85,39.87
mini-truck,1,169.6,4419.0,0.88,7.17,28.96
delivery-van,3,330.8,743.0,0.93,10.54,39.56
heavy-truck,0,339.4,8579.0,0.86,5.34,74.34
delivery-van,3,134.3,578.0,0.72,10.26,15.86
heavy-truck,0,602.9,7650.0,0.76,4.67,150.11
heavy-truck,0,436.4,5226.0,0.52,4.95,104.46
heavy-truck,0,493.6,2421.0,0.24,5.26,98.35
delivery-van,3,356.3,232.0,0.29,13.7,30.65
tempo,2,108.0,278.0,0.23,16.06,7.39
mini-truck,1,138.0,1553.0,0.31,6.95,23.0
heavy-truck,0,676.7,6791.0,0.68,4.41,167.78
tempo,2,304.9,1159.0,0.97,12.53,30.54
heavy-truck,0,161.6,2722.0,0.27,4.4,37.16
delivery-van,3,749.5,642.0,0.8,12.26,71.69
mini-truck,1,289.0,3255.0,0.65,7.36,43.44
mini-truck,1,363.7,2681.0,0.54,6.66,64.34
delivery-van,3,254.0,195.0,0.24,12.4,22.3
heavy-truck,0,357.3,8327.0,0.83,4.62,101.47
tempo,2,334.3,454.0,0.38,13.13,27.88
delivery-van,3,519.7,299.0,0.37,12.42,44.4
mini-truck,1,214.1,3190.0,0.64,6.85,36.39
delivery-van,3,688.0,702.0,0.88,14.12,60.0
tempo,2,74.0,622.0,0.52,12.67,6.15
heavy-truck,0,343.6,3880.0,0.39,4.72,83.25
mini-truck,1,329.0,1038.0,0.21,8.09,41.86
mini-truck,1,463.6,3636.0,0.73,7.92,70.36
tempo,2,50.0,638.0,0.53,14.8,3.77
tempo,2,72.6,723.0,0.6,14.35,5.66
tempo,2,718.6,447.0,0.37,13.15,60.34
mini-truck,1,454.3,2917.0,0.58,8.82,61.39
tempo,2,536.9,1053.0,0.88,13.64,48.53
mini-truck,1,541.9,4969.0,0.99,8.0,90.25
heavy-truck,0,722.1,7766.0,0.78,4.39,214.28
heavy-truck,0,622.3,6637.0,0.66,4.92,148.61
tempo,2,662.2,885.0,0.74,14.25,52.4
heavy-truck,0,116.9,6685.0,0.67,5.7,24.18
mini-truck,1,128.4,1901.0,0.38,7.95,18.93
delivery-van,3,575.5,370.0,0.46,10.87,57.08
heavy-truck,0,540.5,9337.0,0.93,4.93,131.6
tempo,2,695.2,712.0,0.59,15.04,54.93
tempo,2,177.2,878.0,0.73,14.64,13.89
heavy-truck,0,109.7,7887.0,0.79,4.73,28.67
heavy-truck,0,342.5,8598.0,0.86,4.61,90.81
delivery-van,3,625.1,604.0,0.75,12.15,61.7
delivery-van,3,343.7,592.0,0.74,13.3,29.79
delivery-van,3,735.5,741.0,0.93,13.82,63.72
mini-truck,1,237.0,1698.0,0.34,7.13,37.7
heavy-truck,0,93.4,8934.0,0.89,5.46,22.18
mini-truck,1,302.4,4805.0,0.96,7.59,51.05
heavy-truck,0,621.5,6540.0,0.65,5.39,132.19
heavy-truck,0,701.3,8976.0,0.9,5.72,149.92
heavy-truck,0,355.7,7515.0,0.75,5.08,84.85
tempo,2,609.3,999.0,0.83,12.39,58.86
heavy-truck,0,61.8,6647.0,0.66,4.55,17.0
mini-truck,1,466.5,1603.0,0.32,8.2,55.79
delivery-van,3,405.9,578.0,0.72,13.74,33.57
mini-truck,1,152.6,2979.0,0.6,6.74,25.38
heavy-truck,0,375.0,2081.0,0.21,5.2,75.96
tempo,2,105.6,718.0,0.6,14.4,8.77
tempo,2,461.3,708.0,0.59,12.73,43.79
mini-truck,1,362.3,2371.0,0.47,7.14,58.77
tempo,2,548.2,714.0,0.59,13.44,48.56
delivery-van,3,438.2,339.0,0.42,13.76,36.44
mini-truck,1,494.2,3749.0,0.75,8.59,65.13
heavy-truck,0,524.8,7910.0,0.79,5.29,118.61
heavy-truck,0,53.5,7009.0,0.7,4.73,14.48
mini-truck,1,152.2,3413.0,0.68,7.29,22.96
heavy-truck,0,718.6,9595.0,0.96,5.44,180.52
mini-truck,1,360.9,4206.0,0.84,6.98,66.02
tempo,2,556.3,1030.0,0.86,13.52,47.32
mini-truck,1,252.7,4581.0,0.92,7.1,46.93
delivery-van,3,249.6,247.0,0.31,14.01,18.92
heavy-truck,0,470.4,4698.0,0.47,5.71,87.95
mini-truck,1,428.1,4235.0,0.85,7.54,75.28
mini-truck,1,77.5,3169.0,0.63,7.85,11.56
mini-truck,1,206.0,1493.0,0.3,6.93,30.78
heavy-truck,0,203.0,7186.0,0.72,5.66,39.49
delivery-van,3,461.0,531.0,0.66,11.0,46.25
delivery-van,3,472.4,447.0,0.56,11.31,46.39
heavy-truck,0,736.6,7896.0,0.79,5.05,181.65
delivery-van,3,351.8,566.0,0.71,13.35,28.52
mini-truck,1,391.4,4665.0,0.93,7.61,70.83
mini-truck,1,166.6,4651.0,0.93,8.41,24.91
heavy-truck,0,654.5,8778.0,0.88,4.79,184.29
mini-truck,1,680.0,4607.0,0.92,7.87,106.2
tempo,2,580.8,650.0,0.54,12.98,49.17
delivery-van,3,555.6,504.0,0.63,12.57,51.5
mini-truck,1,482.0,4484.0,0.9,6.57,88.44
delivery-van,3,685.2,714.0,0.89,12.06,70.31
mini-truck,1,636.8,2566.0,0.51,8.11,90.73
tempo,2,339.3,1043.0,0.87,16.08,25.51
tempo,2,325.2,363.0,0.3,12.63,25.77
heavy-truck,0,441.4,3257.0,0.33,4.34,104.58
heavy-truck,0,696.5,6963.0,0.7,5.83,133.94
heavy-truck,0,545.2,4192.0,0.42,4.84,130.63
delivery-van,3,115.3,771.0,0.96,14.09,9.83
heavy-truck,0,689.9,7108.0,0.71,5.35,137.21
heavy-truck,0,115.1,4923.0,0.49,4.44,28.76
mini-truck,1,655.3,1254.0,0.25,7.8,83.73
heavy-truck,0,328.3,4265.0,0.43,4.49,78.56
delivery-van,3,150.4,359.0,0.45,13.27,12.42
mini-truck,1,618.9,1906.0,0.38,7.58,82.82
heavy-truck,0,431.5,7038.0,0.7,5.13,99.12
heavy-truck,0,56.9,8780.0,0.88,5.59,12.43
delivery-van,3,458.2,797.0,1.0,11.25,48.55
mini-truck,1,540.5,2625.0,0.53,7.19,84.04
tempo,2,272.2,566.0,0.47,13.3,21.87
heavy-truck,0,354.0,7543.0,0.75,4.58,86.52
mini-truck,1,71.2,1904.0,0.38,7.27,10.29
heavy-truck,0,284.5,3814.0,0.38,5.38,58.16
mini-truck,1,471.4,2293.0,0.46,7.25,69.46
heavy-truck,0,286.7,9989.0,1.0,4.38,81.65
delivery-van,3,220.8,793.0,0.99,10.52,26.88
delivery-van,3,207.4,659.0,0.82,10.92,23.95
delivery-van,3,281.7,178.0,0.22,12.65,24.99
mini-truck,1,642.0,4495.0,0.9,8.35,91.1
delivery-van,3,382.4,577.0,0.72,10.58,43.16
mini-truck,1,166.5,3110.0,0.62,8.24,23.89
mini-truck,1,469.4,4043.0,0.81,8.7,68.09
delivery-van,3,130.5,313.0,0.39,12.19,11.35
mini-truck,1,330.2,3498.0,0.7,8.7,46.37
delivery-van,3,628.5,644.0,0.81,13.38,59.5
tempo,2,489.6,733.0,0.61,16.4,35.62
mini-truck,1,189.6,4005.0,0.8,7.38,33.01
mini-truck,1,590.0,1629.0,0.33,7.65,84.42
mini-truck,1,542.3,1027.0,0.21,6.95,87.66
delivery-van,3,532.3,189.0,0.24,12.53,42.67
tempo,2,170.8,386.0,0.32,13.19,14.38
heavy-truck,0,362.6,2206.0,0.22,4.55,87.77
delivery-van,3,351.5,694.0,0.87,10.67,38.4
tempo,2,373.1,927.0,0.77,14.37,30.19
heavy-truck,0,400.1,6781.0,0.68,5.9,80.62
delivery-van,3,203.7,424.0,0.53,14.15,16.14
tempo,2,661.2,287.0,0.24,13.67,49.63
tempo,2,702.1,400.0,0.33,14.9,53.23
heavy-truck,0,550.6,6834.0,0.68,5.7,115.19
tempo,2,612.1,900.0,0.75,16.23,43.75
mini-truck,1,690.9,1320.0,0.26,7.09,101.76
mini-truck,1,742.4,4039.0,0.81,8.31,103.22
mini-truck,1,699.4,4050.0,0.81,8.47,91.83
mini-truck,1,242.1,3559.0,0.71,6.57,39.68
tempo,2,332.7,315.0,0.26,14.35,26.14
delivery-van,3,374.9,775.0,0.97,11.7,39.43
heavy-truck,0,691.1,8832.0,0.88,4.42,207.37
heavy-truck,0,376.9,6439.0,0.64,5.73,72.79
mini-truck,1,562.4,2869.0,0.57,7.31,90.95
delivery-van,3,106.3,511.0,0.64,13.82,8.98
delivery-van,3,422.5,779.0,0.97,10.24,51.47
heavy-truck,0,331.0,5583.0,0.56,4.44,81.68
delivery-van,3,384.0,594.0,0.74,10.8,41.27
mini-truck,1,615.2,4598.0,0.92,6.49,115.33
heavy-truck,0,118.4,7974.0,0.8,5.0,27.56
tempo,2,719.1,373.0,0.31,12.88,62.54
delivery-van,3,464.0,190.0,0.24,11.59,41.85
heavy-truck,0,198.3,3160.0,0.32,5.88,34.77
delivery-van,3,361.1,410.0,0.51,12.67,31.53
delivery-van,3,140.0,583.0,0.73,13.2,12.07
heavy-truck,0,385.9,6593.0,0.66,4.56,100.66
mini-truck,1,269.3,1685.0,0.34,8.83,32.82
tempo,2,486.6,287.0,0.24,13.43,34.8
delivery-van,3,538.2,224.0,0.28,11.77,50.84
mini-truck,1,50.9,1949.0,0.39,7.0,7.62
heavy-truck,0,58.0,3778.0,0.38,5.17,14.12
heavy-truck,0,109.1,8518.0,0.85,5.7,21.7
tempo,2,223.0,1171.0,0.98,13.88,20.35
tempo,2,470.8,440.0,0.37,11.95,45.03
delivery-van,3,141.9,165.0,0.21,13.36,11.55
delivery-van,3,291.4,473.0,0.59,12.23,26.61
delivery-van,3,150.1,376.0,0.47,10.52,16.16
mini-truck,1,72.9,1381.0,0.28,7.34,10.85
heavy-truck,0,92.0,8701.0,0.87,4.75,22.91
delivery-van,3,696.3,464.0,0.58,11.11,70.47
tempo,2,717.3,251.0,0.21,13.27,59.24
heavy-truck,0,349.2,7717.0,0.77,5.62,74.91
delivery-van,3,228.7,304.0,0.38,13.86,17.89
mini-truck,1,192.7,3698.0,0.74,6.54,34.79
tempo,2,554.8,823.0,0.69,12.9,46.68
heavy-truck,0,559.5,5615.0,0.56,4.97,124.38
tempo,2,231.9,311.0,0.26,14.6,16.74
tempo,2,86.8,489.0,0.41,12.85,7.36
mini-truck,1,572.0,4982.0,1.0,7.11,99.76
delivery-van,3,227.7,357.0,0.45,10.78,26.09
tempo,2,547.0,769.0,0.64,15.38,39.58
delivery-van,3,399.3,688.0,0.86,11.38,40.97
tempo,2,658.7,933.0,0.78,13.52,61.14
mini-truck,1,622.0,4934.0,0.99,7.14,109.66
delivery-van,3,164.1,757.0,0.95,11.93,16.01
heavy-truck,0,234.8,5607.0,0.56,4.27,60.36
delivery-van,3,434.0,312.0,0.39,12.74,37.6
mini-truck,1,210.3,4565.0,0.91,7.45,33.22
mini-truck,1,355.0,1334.0,0.27,8.11,48.84
mini-truck,1,200.0,1388.0,0.28,8.63,26.31
tempo,2,237.0,906.0,0.76,12.14,22.8
delivery-van,3,62.6,700.0,0.88,10.42,7.05
heavy-truck,0,340.7,5933.0,0.59,4.6,80.1
delivery-van,3,695.5,564.0,0.71,14.15,59.05
heavy-truck,0,570.3,7935.0,0.79,5.83,115.42
heavy-truck,0,274.9,9090.0,0.91,5.71,59.15
mini-truck,1,727.1,2505.0,0.5,8.58,94.15
heavy-truck,0,451.5,6410.0,0.64,5.28,97.81
mini-truck,1,274.9,2202.0,0.44,7.25,41.92
mini-truck,1,628.5,1564.0,0.31,7.08,96.8
delivery-van,3,677.7,633.0,0.79,11.2,77.37
heavy-truck,0,272.0,3345.0,0.33,4.58,64.58
delivery-van,3,573.3,177.0,0.22,11.25,54.68
mini-truck,1,249.6,4058.0,0.81,7.15,41.16
heavy-truck,0,162.9,3863.0,0.39,4.9,36.15
mini-truck,1,258.9,2815.0,0.56,8.32,40.01
delivery-van,3,189.8,587.0,0.73,10.44,21.09
heavy-truck,0,85.8,6373.0,0.64,4.78,19.74
delivery-van,3,176.8,331.0,0.41,11.3,17.13
mini-truck,1,493.3,4450.0,0.89,7.5,81.62
heavy-truck,0,399.2,4180.0,0.42,5.12,83.85
mini-truck,1,745.4,4973.0,0.99,8.28,118.3
tempo,2,275.7,809.0,0.67,15.85,20.27
delivery-van,3,715.6,703.0,0.88,12.18,71.65
heavy-truck,0,668.6,6640.0,0.66,5.12,148.84
mini-truck,1,552.9,4008.0,0.8,6.74,94.6
delivery-van,3,139.5,419.0,0.52,11.4,12.83
tempo,2,51.4,455.0,0.38,14.92,3.98
delivery-van,3,225.3,431.0,0.54,12.15,19.45
heavy-truck,0,420.6,2910.0,0.29,4.46,102.42
mini-truck,1,302.9,4035.0,0.81,7.36,48.97
mini-truck,1,110.1,1344.0,0.27,7.04,16.23
heavy-truck,0,227.3,8068.0,0.81,4.57,66.31
tempo,2,331.6,391.0,0.33,15.69,22.72
tempo,2,218.9,391.0,0.33,14.3,16.67
delivery-van,3,179.4,684.0,0.85,11.7,17.85
tempo,2,711.7,911.0,0.76,13.09,64.16
tempo,2,479.4,653.0,0.54,16.22,33.5
mini-truck,1,733.3,4064.0,0.81,6.93,126.16
tempo,2,737.3,1093.0,0.91,14.43,65.88
tempo,2,72.1,1161.0,0.97,14.7,6.13
heavy-truck,0,491.9,4289.0,0.43,4.78,115.04
mini-truck,1,696.6,1787.0,0.36,6.52,120.58
tempo,2,470.0,430.0,0.36,12.78,42.98
mini-truck,1,648.0,2197.0,0.44,6.5,107.74
mini-truck,1,476.8,1540.0,0.31,7.38,72.84
delivery-van,3,437.8,431.0,0.54,10.87,45.25
tempo,2,316.1,440.0,0.37,16.06,20.98
heavy-truck,0,395.3,6310.0,0.63,5.78,76.57
tempo,2,463.5,432.0,0.36,14.55,33.77
delivery-van,3,365.3,431.0,0.54,10.64,39.18
delivery-van,3,519.7,335.0,0.42,10.46,52.73
heavy-truck,0,294.4,9351.0,0.94,4.36,79.82
mini-truck,1,334.4,2635.0,0.53,7.13,54.02
tempo,2,267.3,852.0,0.71,15.44,20.86
mini-truck,1,567.9,3333.0,0.67,7.36,88.53
delivery-van,3,734.1,654.0,0.82,11.23,77.18
mini-truck,1,699.0,4069.0,0.81,7.22,112.87
tempo,2,164.6,430.0,0.36,16.24,11.06
tempo,2,497.7,770.0,0.64,13.83,43.17
tempo,2,472.3,854.0,0.71,13.25,39.6
heavy-truck,0,292.3,4264.0,0.43,4.74,70.21
tempo,2,687.0,296.0,0.25,15.1,48.8
delivery-van,3,220.9,639.0,0.8,12.52,20.45
mini-truck,1,585.7,1879.0,0.38,7.92,74.8
heavy-truck,0,440.3,2655.0,0.27,5.73,73.77
delivery-van,3,247.2,220.0,0.27,13.98,19.2
delivery-van,3,627.1,559.0,0.7,11.37,63.8
heavy-truck,0,617.6,8346.0,0.83,4.81,150.55
tempo,2,224.5,326.0,0.27,14.49,15.6
heavy-truck,0,518.2,2971.0,0.3,4.87,118.64
mini-truck,1,265.6,4986.0,1.0,7.13,47.42
mini-truck,1,376.3,1332.0,0.27,6.93,61.98
heavy-truck,0,149.1,8523.0,0.85,5.52,30.41
heavy-truck,0,681.7,7959.0,0.8,5.44,147.38
heavy-truck,0,367.4,7236.0,0.72,4.43,90.4
tempo,2,321.6,960.0,0.8,13.46,29.79
heavy-truck,0,722.6,4203.0,0.42,5.12,145.53
delivery-van,3,452.4,309.0,0.39,11.49,42.91
delivery-van,3,434.6,526.0,0.66,13.37,39.82
mini-truck,1,485.8,4925.0,0.99,8.54,68.77
tempo,2,671.5,895.0,0.75,15.36,52.72
heavy-truck,0,169.5,5914.0,0.59,4.66,41.97
tempo,2,478.2,1186.0,0.99,14.76,43.71
mini-truck,1,712.2,3922.0,0.78,7.49,118.28
mini-truck,1,68.7,1497.0,0.3,8.33,8.88
heavy-truck,0,635.0,3406.0,0.34,5.73,125.25
heavy-truck,0,347.8,8202.0,0.82,5.54,79.39
heavy-truck,0,80.6,6905.0,0.69,4.32,23.4
tempo,2,166.5,515.0,0.43,14.21,12.54
delivery-van,3,732.2,674.0,0.84,10.4,90.0
mini-truck,1,338.9,2351.0,0.47,8.44,45.11
delivery-van,3,185.5,679.0,0.85,13.89,16.86
mini-truck,1,254.6,2573.0,0.51,6.79,42.24
tempo,2,359.8,454.0,0.38,13.8,29.22
tempo,2,142.3,1149.0,0.96,13.3,13.51
heavy-truck,0,77.4,9528.0,0.95,5.22,18.82
tempo,2,245.8,280.0,0.23,16.0,15.35
delivery-van,3,681.6,366.0,0.46,13.97,50.94
mini-truck,1,169.2,3363.0,0.67,7.62,28.09
heavy-truck,0,590.9,9070.0,0.91,4.36,167.86
delivery-van,3,117.1,771.0,0.96,13.58,11.09
delivery-van,3,631.1,360.0,0.45,10.56,69.04
delivery-van,3,588.8,493.0,0.62,13.8,48.3
heavy-truck,0,366.6,4672.0,0.47,4.61,86.67
heavy-truck,0,629.4,6973.0,0.7,5.59,135.19
heavy-truck,0,439.6,6695.0,0.67,4.93,102.12
mini-truck,1,273.7,3214.0,0.64,7.9,40.73
heavy-truck,0,499.5,3358.0,0.34,4.87,117.96
tempo,2,433.0,1185.0,0.99,13.44,37.71
tempo,2,656.3,1165.0,0.97,12.2,69.03
heavy-truck,0,210.5,9919.0,0.99,5.23,52.72
mini-truck,1,241.8,4254.0,0.85,7.24,38.16
delivery-van,3,207.1,272.0,0.34,12.57,17.47
heavy-truck,0,363.2,5724.0,0.57,5.73,72.82
delivery-van,3,560.5,515.0,0.64,11.97,55.87
delivery-van,3,471.2,394.0,0.49,12.43,43.51
heavy-truck,0,748.5,4763.0,0.48,5.83,147.14
heavy-truck,0,624.1,4977.0,0.5,5.38,126.04
delivery-van,3,460.3,617.0,0.77,13.14,41.53
heavy-truck,0,117.2,7135.0,0.71,5.44,24.86
heavy-truck,0,616.4,6446.0,0.64,5.09,142.23
delivery-van,3,439.7,565.0,0.71,13.77,39.93
delivery-van,3,153.7,234.0,0.29,11.6,13.71
mini-truck,1,671.5,2240.0,0.45,8.75,90.44
tempo,2,658.3,704.0,0.59,13.49,58.39
heavy-truck,0,82.3,7175.0,0.72,5.39,17.77
mini-truck,1,463.6,1508.0,0.3,8.19,61.01
heavy-truck,0,658.1,3757.0,0.38,4.92,134.96
tempo,2,591.1,500.0,0.42,12.05,54.61
delivery-van,3,595.9,327.0,0.41,13.46,46.82
mini-truck,1,727.4,3140.0,0.63,7.41,110.49
delivery-van,3,497.9,461.0,0.58,11.75,49.66
heavy-truck,0,515.8,9441.0,0.94,4.26,153.33
heavy-truck,0,673.5,8037.0,0.8,4.58,173.5
heavy-truck,0,305.7,8935.0,0.89,4.84,76.82
delivery-van,3,432.5,741.0,0.93,10.53,50.59
mini-truck,1,616.5,4968.0,0.99,6.56,114.44
heavy-truck,0,305.6,5200.0,0.52,5.53,62.49
