vehicle_type,type_code,capacity_kg,weight_kg,distance_km,mileage_kmpl,cost_per_km,health_score,available,utility
heavy-truck,0,10000.0,8661.619120428822,238.70051307303015,4.67,19.13,66.1,1.0,0.7311940261892929
mini-truck,1,5000.0,5170.511978002505,269.31205382258787,7.23,12.18,52.0,1.0,0.6519192188396751
heavy-truck,0,10000.0,10220.217283321263,371.92270332939444,4.71,43.96,87.6,1.0,0.37818792472252133
mini-truck,1,5000.0,4920.108231999399,372.61256051826086,8.47,17.16,59.5,1.0,0.6645939416986716
tempo,2,1200.0,996.6453748738038,412.89461828049207,13.12,3.47,48.0,1.0,0.9649819085656426
mini-truck,1,5000.0,2295.8572408983578,492.34682560856515,6.77,12.65,89.2,1.0,0.6727135244108011
heavy-truck,0,10000.0,5076.762161635473,512.3124063103693,5.13,16.73,50.9,0.0,0.5358886991140003
heavy-truck,0,10000.0,3522.398223583031,108.8692569504321,5.55,36.76,55.6,1.0,0.47400993093434607
delivery-van,3,800.0,545.8391794304956,688.8000105322764,11.9,2.68,94.9,0.0,0.793503013355062
delivery-van,3,800.0,320.7276300702504,355.5389177243511,10.93,1.86,80.1,1.0,0.8766069878006199
mini-truck,1,5000.0,2677.4416997678322,453.87169903609566,8.21,14.86,81.9,1.0,0.7799781612041373
mini-truck,1,5000.0,1541.8279637995008,507.71410054830403,7.5,19.17,70.6,1.0,0.6817547682659151
delivery-van,3,800.0,800.6723475121621,150.5797847730762,11.72,1.52,78.8,1.0,0.7147002205886908
heavy-truck,0,10000.0,5779.713349151796,150.1314082587237,4.8,40.51,82.0,1.0,0.5482868832117554
mini-truck,1,5000.0,2936.088669355997,599.4912416408542,6.47,13.02,77.0,1.0,0.7903957947901719
heavy-truck,0,10000.0,2468.014109846376,67.94349277163214,5.62,37.17,77.3,0.0,0.45722908296285697
delivery-van,3,800.0,514.0455131943673,323.4057581322668,12.43,2.14,79.9,1.0,0.9439203568597183
delivery-van,3,800.0,642.4371100794637,447.7392023215357,10.5,1.93,96.1,1.0,0.8498702766993712
tempo,2,1200.0,1044.4854073475854,132.50543311250004,14.25,3.85,83.0,1.0,0.950686892138809
mini-truck,1,5000.0,3289.1104232516095,658.1975846714283,7.0,21.03,59.8,0.0,0.4881035574233613
heavy-truck,0,10000.0,3136.385616328978,258.2404809414726,4.43,34.14,76.1,1.0,0.5071381614636178
tempo,2,1200.0,987.2303800730763,278.46526860062727,11.92,2.26,79.2,1.0,0.9511449851014224
heavy-truck,0,10000.0,8788.571840042732,426.13011934648875,4.93,43.3,60.7,1.0,0.48770297771648186
mini-truck,1,5000.0,993.5332460355476,471.8957598064727,8.14,17.2,71.1,1.0,0.8244592362586232
delivery-van,3,800.0,607.4735874718447,363.0865827615954,11.77,2.84,89.3,1.0,0.8777964920850729
tempo,2,1200.0,694.1130793399298,481.1564845197045,13.84,2.8,69.3,1.0,0.9663806781441341
mini-truck,1,5000.0,2816.5042407435503,317.20990146710966,7.62,20.21,69.0,1.0,0.7229231028579979
delivery-van,3,800.0,448.9775550916237,388.4729966503057,10.69,3.21,56.1,1.0,0.8147350286806961
delivery-van,3,800.0,776.0323547474917,678.7363378652287,13.79,1.31,58.2,1.0,0.9438306752176715
mini-truck,1,5000.0,4252.077545622181,606.827078212447,7.16,11.82,46.8,1.0,0.7439636145988022
delivery-van,3,800.0,834.0982458191853,306.3570905066209,10.62,3.44,72.7,1.0,0.7045291540157266
delivery-van,3,800.0,258.91458040852086,609.9889388899418,11.94,1.61,83.5,1.0,0.9208604781573706
heavy-truck,0,10000.0,3813.3261133925557,584.5221479455056,4.33,27.21,86.0,0.0,0.4354063821086978
heavy-truck,0,10000.0,5188.29317257635,470.95237058162957,5.27,26.07,98.9,0.0,0.5203706002860551
mini-truck,1,5000.0,3077.5126601806514,205.50983953177143,6.4,13.34,67.3,0.0,0.5801006428094547
delivery-van,3,800.0,169.23062194034648,596.8352490416426,10.78,2.15,54.0,1.0,0.8626868995698495
delivery-van,3,800.0,764.9811688451898,295.6828703842863,13.23,2.33,67.9,1.0,0.9543574395164431
heavy-truck,0,10000.0,4430.400813066073,401.02395308535733,4.72,27.04,90.3,0.0,0.437636587977984
mini-truck,1,5000.0,5142.970174109324,287.0803191405586,7.24,13.22,48.9,1.0,0.575980376794685
delivery-van,3,800.0,359.1029999074165,600.1431581983886,12.51,2.26,96.6,1.0,0.9578701805993588
tempo,2,1200.0,829.2112710163559,604.4498630163478,13.93,4.84,78.2,1.0,0.9719212464872169
delivery-van,3,800.0,231.86072351518368,488.93920384624215,13.67,3.46,90.2,1.0,0.9491491322999008
mini-truck,1,5000.0,2802.8102323584876,208.60471600475734,6.4,20.89,75.9,1.0,0.7546703842308509
heavy-truck,0,10000.0,9652.593079875356,381.96925731502733,5.51,42.48,49.1,1.0,0.5173916298866016
tempo,2,1200.0,818.3310704564446,461.70346030299874,12.26,4.4,64.2,1.0,0.8745019029207002
tempo,2,1200.0,956.8223028611071,436.33538435274374,13.22,4.23,65.7,1.0,0.8797606959568497
delivery-van,3,800.0,176.19963188419624,333.59302681012207,11.46,2.73,78.8,0.0,0.7965127385198658
tempo,2,1200.0,550.5345822175037,576.9204402501482,13.9,4.75,87.0,1.0,0.9915923422036749
mini-truck,1,5000.0,4320.43261324254,408.31231546961584,8.05,12.49,66.9,1.0,0.822947736143203
mini-truck,1,5000.0,1062.8144597659114,680.3679921600253,7.41,8.9,63.6,1.0,0.7656669775049749
mini-truck,1,5000.0,3290.870872134847,119.77926469916405,7.97,10.68,92.9,1.0,0.8306897360453152
tempo,2,1200.0,1214.8665025949224,387.94387828138275,12.41,4.89,71.9,1.0,0.8956831280072464
tempo,2,1200.0,715.9615086102264,286.67885466535586,13.39,5.22,79.2,1.0,0.9547237860814921
delivery-van,3,800.0,294.2698860848932,278.31278555888645,11.68,1.68,94.2,1.0,0.957425925251937
heavy-truck,0,10000.0,5108.1117176945,142.6397058491026,5.03,37.11,89.1,0.0,0.4208062828394042
tempo,2,1200.0,990.8318901132018,616.3464757694917,15.18,4.24,52.6,1.0,0.8918334330458882
delivery-van,3,800.0,356.0634071811066,461.84657688959055,11.21,2.92,84.1,1.0,0.9912464663393529
delivery-van,3,800.0,682.2393584220678,441.9310085387772,12.34,2.6,78.7,1.0,0.8650130130674312
tempo,2,1200.0,286.88370347621645,235.8625571340756,12.01,3.02,95.6,1.0,0.9533906162793823
heavy-truck,0,10000.0,5312.700685296381,653.9475749084834,5.57,34.72,86.2,1.0,0.5542546676892988
mini-truck,1,5000.0,4261.069492732918,248.2188711146351,7.48,9.29,72.6,1.0,0.8099015974885558
mini-truck,1,5000.0,777.0363154712707,139.28502284321866,7.39,21.58,54.3,1.0,0.5444449172037575
tempo,2,1200.0,447.9604879903269,642.5177665130288,12.62,2.35,56.6,0.0,0.744012638766463
mini-truck,1,5000.0,3367.98438268132,116.43833608327739,7.32,21.08,97.2,1.0,0.7966985163154654
mini-truck,1,5000.0,1944.9862728394837,377.0289033867708,8.29,18.18,83.9,1.0,0.7600606149309111
mini-truck,1,5000.0,871.5749770669547,143.10300568638104,8.27,9.88,65.0,1.0,0.8086313060827931
delivery-van,3,800.0,372.1649706323821,623.4685405205495,13.68,2.8,62.2,0.0,0.7518529580834998
tempo,2,1200.0,979.7695005064609,64.76889010991364,11.97,4.56,71.2,1.0,1.0
delivery-van,3,800.0,758.8153246362358,398.29052290049736,10.77,2.84,54.2,1.0,0.896936492690765
tempo,2,1200.0,714.8636810984574,528.6153108589888,13.44,4.37,99.4,1.0,0.9461003371827291
delivery-van,3,800.0,229.89488598475657,644.6287303110803,11.73,1.82,73.4,1.0,0.8815487266925545
mini-truck,1,5000.0,4481.059216551453,427.02838109971924,6.57,12.08,94.3,1.0,0.7053654646654219
heavy-truck,0,10000.0,6760.012315529615,658.3122872328306,4.75,40.2,86.5,0.0,0.39010416941526266
tempo,2,1200.0,1115.5254044209896,391.06698206118097,15.67,4.82,62.1,1.0,0.903119803720953
heavy-truck,0,10000.0,8373.746059286232,202.19019100538355,4.89,36.43,57.0,1.0,0.6226038066264054
delivery-van,3,800.0,380.6473209703582,226.010647005588,11.65,2.32,84.7,1.0,0.8652935740625909
delivery-van,3,800.0,195.92489822904048,497.3245124230197,12.68,1.9,71.9,1.0,0.9440260945362186
tempo,2,1200.0,641.7547352593981,240.90143248388807,12.74,4.6,82.4,1.0,0.8602671894029019
delivery-van,3,800.0,367.23818467684765,330.01879785024045,11.16,2.85,75.1,1.0,0.8819665574846779
delivery-van,3,800.0,289.7415472618381,355.2690312083288,10.64,1.59,89.8,1.0,0.8928792533453953
mini-truck,1,5000.0,921.5824203427117,203.71184936211364,7.66,19.8,75.9,0.0,0.5483866961646261
tempo,2,1200.0,638.2337443353923,273.1687297611828,12.24,3.01,62.2,0.0,0.6928456691788738
heavy-truck,0,10000.0,3960.001561909602,598.8174729048229,4.41,25.29,50.4,1.0,0.7092537419305387
tempo,2,1200.0,866.0839424207461,545.0087822334576,12.59,4.86,69.8,1.0,0.9287249315123426
tempo,2,1200.0,1136.156915333205,341.3407952829582,12.59,4.95,80.0,1.0,0.8662200848908439
heavy-truck,0,10000.0,6693.215204397228,254.622995400403,4.92,39.14,91.5,1.0,0.5205083506257931
delivery-van,3,800.0,800.999808417439,308.81129953994093,12.7,1.38,46.8,1.0,0.7020452505639366
delivery-van,3,800.0,626.8836124099889,232.89815051519994,12.0,1.67,74.3,1.0,0.9249806719548048
heavy-truck,0,10000.0,2326.0919745155234,248.8355577886145,4.49,18.17,62.6,1.0,0.5597134239229559
mini-truck,1,5000.0,2142.508908357575,120.61043165341339,7.73,10.9,92.0,1.0,0.8310801647827075
tempo,2,1200.0,897.7914856548243,220.50127986336506,12.01,2.0,77.8,0.0,0.8192032089567445
mini-truck,1,5000.0,1633.426691809056,447.2744961942211,6.78,21.81,75.5,1.0,0.6128861280380782
tempo,2,1200.0,585.675507099844,424.02501820342167,15.76,4.38,98.5,1.0,0.9623249023887399
heavy-truck,0,10000.0,5431.457984679238,446.2347523861632,4.86,22.97,80.8,1.0,0.6504507756613886
heavy-truck,0,10000.0,2973.933401712766,509.6093105075547,5.08,40.92,79.6,1.0,0.49786394221098834
delivery-van,3,800.0,649.6036775708402,309.36745599138334,12.66,2.02,63.2,1.0,0.847870555017475
heavy-truck,0,10000.0,9283.412855399129,484.0202669197054,4.66,16.61,89.0,0.0,0.5635603787599835
heavy-truck,0,10000.0,3968.325559835847,582.6622032125445,5.35,23.18,76.5,1.0,0.6325534577205136
mini-truck,1,5000.0,2783.363469571405,694.1390119630155,7.49,10.62,75.7,1.0,0.7918081958170082
heavy-truck,0,10000.0,8416.156981489108,582.8641857165985,4.63,31.25,72.3,1.0,0.5248199697714658
tempo,2,1200.0,535.2052940228895,334.11996113548895,13.85,3.31,65.6,1.0,0.9530841863112403
delivery-van,3,800.0,274.28658785201543,564.7666154624724,13.43,1.79,83.7,1.0,0.9411816538804115
mini-truck,1,5000.0,2387.7415341774195,284.94129616102504,8.01,16.18,71.8,1.0,0.7086348630933357
tempo,2,1200.0,865.1177123430145,332.6180564213385,15.75,3.22,70.3,1.0,0.8854323811855542
delivery-van,3,800.0,491.21137959937045,668.6701725557073,11.51,3.17,74.9,0.0,0.6609433183891783
mini-truck,1,5000.0,3029.8452530146947,513.1420992085809,7.79,8.61,50.3,1.0,0.6990285065410241
delivery-van,3,800.0,401.49582751866194,181.55321908152268,13.63,3.22,87.4,0.0,0.7982876363915029
delivery-van,3,800.0,157.09308447989972,312.7227216004905,11.37,2.32,76.9,1.0,0.8775087541001408
heavy-truck,0,10000.0,7242.029935344169,261.06520244193143,5.21,36.42,58.3,1.0,0.406839102395634
delivery-van,3,800.0,500.432195987921,517.9332255769352,10.4,1.82,98.9,1.0,0.860414766270345
delivery-van,3,800.0,820.8023495333417,593.3273963265717,12.55,2.97,97.6,1.0,0.824571823294572
delivery-van,3,800.0,238.367172716358,252.36760946637858,12.16,2.72,69.2,1.0,0.933440844414237
tempo,2,1200.0,733.350467922028,526.210039335474,15.93,3.21,49.1,1.0,0.9705659570848738
heavy-truck,0,10000.0,8350.558090165372,162.26949012102693,5.02,19.28,56.4,0.0,0.4052553763502953
heavy-truck,0,10000.0,3221.9482859235072,589.8170098421476,4.83,42.49,77.1,0.0,0.3078521268147837
heavy-truck,0,10000.0,8213.276416587,384.72774190004316,5.14,43.08,45.9,1.0,0.4358175499562281
delivery-van,3,800.0,470.02696743579787,384.33682404055423,12.13,3.16,53.7,1.0,0.828966809042162
heavy-truck,0,10000.0,7156.740654575587,60.59694372444099,4.86,28.63,95.8,1.0,0.5835932149791541
delivery-van,3,800.0,797.147569368015,95.73397687754685,11.1,2.85,49.3,1.0,0.9108274350244613
tempo,2,1200.0,915.118922448437,577.7017979117766,12.85,4.47,67.8,1.0,0.8869133164124615
heavy-truck,0,10000.0,2713.4531858538667,197.78166616926944,5.38,23.42,67.7,0.0,0.48900765668929963
heavy-truck,0,10000.0,5918.3232418812695,392.98632764013905,4.38,37.37,76.0,1.0,0.6239067828958542
mini-truck,1,5000.0,1272.9703158221262,207.60295574768315,7.25,20.91,48.4,1.0,0.7189635516432732
delivery-van,3,800.0,234.2301242186336,140.98367465768618,10.71,2.02,78.9,1.0,0.9175761651381861
heavy-truck,0,10000.0,4269.642318435141,86.47235979529555,5.18,27.9,81.5,1.0,0.6724190283318702
heavy-truck,0,10000.0,3429.7453851048595,277.3697652811267,4.63,32.94,93.4,0.0,0.42097034764831925
delivery-van,3,800.0,580.7145222561957,137.20100439427375,11.02,2.22,65.0,1.0,0.863411179795476
tempo,2,1200.0,777.7581528989998,513.0737873454382,15.48,3.13,47.5,1.0,0.8597662540212587
mini-truck,1,5000.0,3630.542957605638,471.8235586641284,7.26,21.03,80.9,0.0,0.4749307285159326
heavy-truck,0,10000.0,7879.473877751048,418.9111783110992,5.26,21.36,84.7,0.0,0.6207616561085432
tempo,2,1200.0,1254.9049219204583,231.23318792350267,14.21,3.44,60.2,0.0,0.6361700641231531
delivery-van,3,800.0,622.956001399551,340.8991636541615,11.97,2.42,96.5,1.0,0.8927514384486903
delivery-van,3,800.0,676.4383334265556,489.2663891603545,12.62,2.56,67.6,1.0,0.9520935952083001
delivery-van,3,800.0,401.2310684732653,601.208360264822,11.92,3.46,82.9,0.0,0.7582775518240433
tempo,2,1200.0,404.18402572044,498.67673773445523,12.91,3.26,59.0,1.0,0.9584813074841384
tempo,2,1200.0,893.1668018183783,184.2182759782978,12.99,3.43,67.1,0.0,0.697304166412198
delivery-van,3,800.0,749.1425409478886,625.4661670491363,10.29,3.22,91.3,0.0,0.8099901817928501
tempo,2,1200.0,381.93719006280963,80.76426510815217,14.23,5.06,95.2,0.0,0.8171307552815759
delivery-van,3,800.0,228.31716144483894,111.77386831521325,13.67,3.43,59.1,0.0,0.7335825521541145
heavy-truck,0,10000.0,8710.492957140463,558.0158902830885,4.54,42.18,92.3,1.0,0.537338606134032
tempo,2,1200.0,1227.1676811582254,635.5162361461612,15.13,3.95,87.7,1.0,0.8905871720366153
delivery-van,3,800.0,789.7864053866533,446.01130341006177,12.5,2.73,72.2,1.0,0.8882444689119525
delivery-van,3,800.0,499.5247328437993,545.0015325791312,13.6,3.42,89.4,1.0,1.0
tempo,2,1200.0,416.9675735111994,588.2444418781705,13.53,3.61,72.1,1.0,0.881383597486643
tempo,2,1200.0,309.4181272259194,93.23548519898672,13.75,3.9,64.5,1.0,0.972496505946118
tempo,2,1200.0,971.4109988359738,560.6695050231463,15.11,2.97,82.1,1.0,0.9134639138600751
heavy-truck,0,10000.0,4828.967812290232,197.8521593677075,5.75,39.05,53.4,1.0,0.513770435178898
heavy-truck,0,10000.0,7602.461161628787,524.3005280085225,4.92,25.02,72.6,1.0,0.5855619647388519
tempo,2,1200.0,583.4984099195456,119.65827737237277,14.56,2.88,62.3,1.0,0.8854894184012148
heavy-truck,0,10000.0,4141.354345455413,496.799480357073,4.57,24.29,58.0,1.0,0.5473092342259682
mini-truck,1,5000.0,5101.212492182744,297.05535504886797,8.02,21.0,64.6,1.0,0.6159907636388359
mini-truck,1,5000.0,4094.0427442721884,336.5260726487191,6.71,8.85,69.6,1.0,0.7371006330134854
delivery-van,3,800.0,413.2224825609378,442.6559296640722,11.97,2.6,77.3,1.0,0.8696422315143633
tempo,2,1200.0,1166.9675538744732,142.30110623420336,15.34,2.56,75.2,1.0,0.9695564937600516
delivery-van,3,800.0,351.4991997806364,293.48169402955165,12.01,3.39,62.3,1.0,0.9468444438328945
tempo,2,1200.0,889.2978268188467,381.236798653386,14.72,4.49,69.5,1.0,0.9418320655954081
heavy-truck,0,10000.0,2887.851874360917,166.93257177216438,4.8,16.03,65.1,1.0,0.6082690792747577
tempo,2,1200.0,369.51108873451614,310.18911508270384,13.22,2.52,55.3,1.0,0.8567555045704216
delivery-van,3,800.0,490.0689091169244,247.81436557167405,11.08,2.01,89.6,1.0,0.8836375302170222
mini-truck,1,5000.0,2020.7232041678685,92.17835505979018,8.43,15.58,74.8,0.0,0.6219801891539979
delivery-van,3,800.0,227.80740376450748,547.7320438604517,13.49,2.6,59.1,1.0,0.8506763882434587
heavy-truck,0,10000.0,4528.907390838543,655.8817578663197,5.41,33.43,95.3,1.0,0.4978716942449961
mini-truck,1,5000.0,2772.7267192951094,669.4448441957609,7.04,15.9,74.3,1.0,0.6988968568612827
tempo,2,1200.0,1184.7049918610116,361.0884325107597,14.24,2.42,71.6,1.0,0.8249761652457361
mini-truck,1,5000.0,2732.801241778175,328.07874510093455,8.54,12.49,89.3,1.0,0.7836798174112614
delivery-van,3,800.0,205.14285446248564,418.77854250925446,10.6,1.62,75.3,1.0,0.9498721972342999
delivery-van,3,800.0,704.3699869590591,272.4861634184196,13.15,2.06,59.0,0.0,0.67650503468729
heavy-truck,0,10000.0,7977.3721563601885,312.59321144434006,4.44,33.55,89.7,1.0,0.5559020603223529
heavy-truck,0,10000.0,1980.7063858729114,352.8445218042984,5.42,32.75,55.8,1.0,0.42126347545688325
tempo,2,1200.0,868.2487540921675,219.6846383612995,16.01,2.16,63.9,1.0,0.9368970334843024
heavy-truck,0,10000.0,2007.1757409279185,301.5019228075588,5.48,30.52,98.3,1.0,0.5844441937837545
tempo,2,1200.0,848.1427855653255,513.4408391074289,14.8,2.08,47.9,0.0,0.8392468750160255
delivery-van,3,800.0,616.211827530459,259.894895120203,12.15,1.89,51.1,1.0,0.8643371674222509
heavy-truck,0,10000.0,3107.4956388334817,454.0734999299842,5.47,29.38,48.3,1.0,0.6343492695074489
tempo,2,1200.0,695.990330240456,674.9266493237778,13.47,2.61,68.5,1.0,0.8890219672495794
delivery-van,3,800.0,607.050881250395,514.3911730398721,13.46,2.33,70.6,1.0,0.948320965188753
tempo,2,1200.0,1211.8404850290442,480.16025668722307,12.78,1.99,49.2,0.0,0.6293182217402438
delivery-van,3,800.0,166.59555256061444,636.5118246794257,10.95,2.09,98.9,1.0,0.9100714026946297
mini-truck,1,5000.0,3689.634991798096,388.0555141458425,8.43,11.1,64.2,0.0,0.7750116638212758
mini-truck,1,5000.0,4268.5384628924785,279.13709729500465,6.78,20.43,88.5,1.0,0.7062026276233017
delivery-van,3,800.0,669.9156355265618,331.2859745604143,12.66,2.15,63.5,1.0,0.9323107447363783
heavy-truck,0,10000.0,10297.7715149311,218.85768595186727,4.75,37.17,75.0,1.0,0.5259360977797698
heavy-truck,0,10000.0,9081.195586597953,395.21645684702537,5.25,17.16,66.9,1.0,0.6580709276416394
delivery-van,3,800.0,646.6744473977375,381.76925719229405,10.85,2.87,98.9,1.0,1.0
mini-truck,1,5000.0,1265.7278926718004,223.94220724369376,7.69,11.2,80.6,1.0,0.7480718981137681
delivery-van,3,800.0,576.104060769319,337.1336275151851,12.25,3.06,79.3,1.0,0.8683465182016994
delivery-van,3,800.0,697.7776742166435,326.5103673134177,10.53,1.56,58.8,1.0,0.9089770141919229
tempo,2,1200.0,1055.9722549493408,637.2485416205102,14.03,2.76,59.6,1.0,0.9371244341040079
heavy-truck,0,10000.0,6092.93804139576,530.7194452839407,5.3,18.39,90.6,1.0,0.7047411097985515
mini-truck,1,5000.0,4217.104527187658,513.3818839639217,7.48,15.49,69.0,1.0,0.7927246540946384
delivery-van,3,800.0,615.7123003705767,320.4407221743341,11.78,2.89,66.5,0.0,0.7578366157459805
delivery-van,3,800.0,522.877071894424,406.31886354492576,13.6,1.42,47.4,0.0,0.7185408919884579
tempo,2,1200.0,542.256064224374,133.18170323994133,15.73,2.94,56.8,0.0,0.7742109479302958
delivery-van,3,800.0,419.3603197138672,173.15048075453248,10.8,2.13,70.5,1.0,0.9375520479831545
tempo,2,1200.0,802.830669125075,186.37837168691107,12.78,4.54,51.2,1.0,0.8410095026201629
mini-truck,1,5000.0,3477.652891676935,235.0406633534351,7.03,10.86,49.5,1.0,0.8084422985773086
heavy-truck,0,10000.0,7993.532090246184,473.90718848122816,5.67,35.51,83.9,1.0,0.6387108083907193
heavy-truck,0,10000.0,5149.809240425431,626.7347780599694,5.46,32.83,89.0,0.0,0.47651968944578993
delivery-van,3,800.0,560.6042321588428,600.495630464765,12.1,2.44,87.2,1.0,0.9192380451933134
heavy-truck,0,10000.0,9696.489637282119,531.7062183596215,5.75,17.04,91.2,1.0,0.8101350415424371
tempo,2,1200.0,1166.4021309809323,200.47063134836725,14.59,5.28,86.4,0.0,0.8682677865958845
heavy-truck,0,10000.0,3541.429555401384,272.955699712758,5.14,16.91,74.7,1.0,0.6471972424242239
delivery-van,3,800.0,285.56073567009844,353.4220826537944,11.32,1.66,50.8,0.0,0.7187089427491985
mini-truck,1,5000.0,1930.929177268314,380.81235945623575,7.66,20.34,74.5,1.0,0.7296423164367272
delivery-van,3,800.0,708.8577344794599,252.36550564444548,13.47,1.38,59.5,1.0,0.9674408715828496
delivery-van,3,800.0,582.5792212668603,131.9393456331539,13.5,2.55,45.8,0.0,0.7486130961319702
mini-truck,1,5000.0,2096.94057726918,113.16190821060594,8.17,8.51,77.8,1.0,0.7866431568592684
delivery-van,3,800.0,309.01414498929427,215.44917352713966,10.45,3.15,45.8,0.0,0.6107351645225405
mini-truck,1,5000.0,1323.3846787510229,405.6048952786616,7.09,11.24,61.3,1.0,0.6862162615490297
delivery-van,3,800.0,683.3954522126213,348.3704038247378,13.77,3.27,56.3,1.0,0.8926409131886643
mini-truck,1,5000.0,3888.119578134807,337.9553789419203,7.26,17.01,53.5,0.0,0.4671618099533141
heavy-truck,0,10000.0,9402.12701170492,315.5465090003377,4.52,26.24,71.8,1.0,0.5857551759020977
mini-truck,1,5000.0,1485.7533942074142,388.44206114526827,8.59,20.09,77.3,0.0,0.5064204990059702
tempo,2,1200.0,1214.7468578433802,551.2850230418619,14.82,4.86,82.3,1.0,0.8519998127378556
mini-truck,1,5000.0,3274.9786649490998,499.1183189920381,7.44,20.21,70.9,1.0,0.6497135549070531
heavy-truck,0,10000.0,4177.101750002555,556.670485144756,4.41,18.38,93.0,1.0,0.6411938928903759
delivery-van,3,800.0,522.6602159197524,596.5165476551906,12.73,3.45,53.3,0.0,0.7919017088640085
